,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,CHN CHN,ZHANG Nan ZHAO Yunlei,0,216 - 34,"$955,150.00","76,880 / 9"
1,2,DEN DEN,Joachim FISCHER NIELSEN Christinna PEDERSEN,0,206 - 61,"$638,571.49","68,840 / 11"
2,3,CHN CHN,XU Chen MA Jin,0,161 - 43,"$787,393.12","68,600 / 9"
3,4,INA INA,Tontowi AHMAD Liliyana NATSIR,0,184 - 46,"$706,246.25","64,970 / 8"
4,5,KOR KOR,KO Sung Hyun KIM Ha Na,0,48 - 27,"$187,924.99","63,330 / 15"
5,6,ENG ENG,Chris ADCOCK Gabrielle ADCOCK,0,102 - 76,"$163,999.77","58,480 / 13"
6,7,CHN CHN,LIU Cheng BAO Yixin,0,43 - 20,"$170,296.24","57,720 / 10"
7,8,CHN CHN,LU Kai HUANG Yaqiong,0,37 - 14,"$117,704.99","54,650 / 15"
8,9,INA INA,Riky WIDIANTO Puspita Richi DILI,0,71 - 42,"$98,733.58","50,360 / 13"
9,10,GER GER,Michael FUCHS Birgit MICHELS,0,119 - 67,"$151,341.26","49,150 / 12"
10,11,THA THA,Sudket PRAPAKAMOL Saralee THOUNGTHONGKAM,0,275 - 165,"$326,022.47","47,440 / 14"
11,12,DEN DEN,Mads Pieler KOLDING Kamilla RYTTER JUHL,0,36 - 27,"$155,575.62","45,810 / 10"
12,13,SIN SIN,Danny Bawa CHRISNANTA Yu Yan Vanessa NEO,0,103 - 84,"$66,066.12","45,160 / 15"
13,14,INA INA,Praveen JORDAN Debby SUSANTO,0,29 - 15,"$103,931.85","44,070 / 12"
14,15,THA THA,Maneepong JONGJIT Sapsiree TAERATTANACHAI,0,28 - 23,"$36,814.34","42,420 / 14"
15,16,INA INA,Muhammad RIJAL Vita MARISSA,0,40 - 16,"$238,905.63","41,150 / 12"
16,17,HKG HKG,LEE Chun Hei Reginald CHAU Hoi Wah,0,57 - 31,"$134,802.10","40,390 / 11"
17,18,SCO SCO,Robert BLAIR Imogen BANKIER,0,101 - 45,"$95,415.01","39,664 / 12"
18,19,GER GER,Max SCHWENGER Carla NELTE,0,47 - 32,"$14,108.01","39,030 / 14"
19,20,INA INA,Alfian Eko PRASETYA Annisa SAUFIKA,0,27 - 9,"$22,849.33","37,910 / 11"
20,21,INA INA,Markis KIDO Pia Zebadiah BERNADETH,0,59 - 45,"$102,761.10","37,890 / 12"
21,22,GER GER,Peter KAESBAUER Isabel HERTTRICH,0,48 - 32,"$22,003.99","37,190 / 16"
22,23,NED NED,Jorrit DE RUITER Samantha BARNING,0,57 - 35,"$24,159.41","36,550 / 18"
23,24,RUS RUS,Vitalij DURKIN Nina VISLOVA,0,145 - 61,"$63,584.23","35,860 / 13"
24,25,NED NED,Jacco ARENDS Selena PIEK,0,70 - 44,"$30,311.99","35,090 / 16"
25,26,JPN JPN,Kenichi HAYAKAWA Misaki MATSUTOMO,0,54 - 56,"$42,371.34","35,090 / 11"
26,27,HKG HKG,CHAN Alan Yun Lung TSE Ying Suet,0,41 - 32,"$40,954.74","33,370 / 13"
27,28,IRL IRL,Sam MAGEE Chloe MAGEE,0,98 - 76,"$20,715.74","32,762 / 15"
28,29,USA USA,Phillip CHEW Jamie SUBANDHI,0,44 - 39,"$16,532.40","32,376 / 17"
29,30,POL POL,Robert MATEUSIAK Agnieszka WOJTKOWSKA,0,36 - 13,"$93,747.26","31,717 / 10"
30,31,CAN CAN,Toby NG Alex BRUCE,0,34 - 10,"$16,404.96","31,111 / 11"
31,32,DEN DEN,Niclas NOHR Sara THYGESEN,0,38 - 16,"$10,150.75","30,480 / 14"
32,33,KOR KOR,SHIN Baek Cheol CHANG Ye Na,0,43 - 23,"$103,674.98","29,650 / 9"
33,34,INA INA,Edi SUBAKTIAR Gloria Emanuelle WIDJAJA,0,36 - 19,"$44,619.10","29,510 / 9"
34,35,TPE TPE,CHEN Hung Ling CHENG Wen Hsing,0,100 - 52,"$147,651.85","28,550 / 9"
35,36,FRA FRA,Gaetan MITTELHEISSER Audrey FONTAINE,0,35 - 24,"$6,399.00","28,297 / 13"
36,37,USA USA,Howard SHU Eva LEE,0,20 - 11,"$13,710.98","27,701 / 10"
37,38,RUS RUS,Anatoliy YARTSEV Evgeniya KOSETSKAYA,0,56 - 37,"$5,008.99","27,660 / 17"
38,39,DEN DEN,Anders KRISTIANSEN Julie HOUMANN,0,37 - 29,"$37,390.13","27,610 / 8"
39,40,RUS RUS,Evgenij DREMIN Evgenia DIMOVA,0,47 - 29,"$16,109.99","27,190 / 10"
40,41,JPN JPN,Hirokatsu HASHIMOTO Miyuki MAEDA,0,19 - 28,"$26,863.74","27,110 / 11"
41,42,INA INA,Ronald ALEXANDER Melati Daeva OKTAVIANI,0,23 - 9,"$10,919.86","26,840 / 9"
42,43,PER PER,Mario CUBA Katherine WINDER,0,51 - 22,"$5,398.70","26,625 / 12"
43,44,MAS MAS,Peng Soon CHAN Pei Jing LAI,0,19 - 10,"$115,244.49","26,310 / 7"
44,45,THA THA,Nipitphon PUANGPUAPECH Puttita SUPAJIRAKUL,0,15 - 18,"$13,038.72","25,900 / 12"
45,46,FRA FRA,Ronan LABAR Emilie LEFEL,0,39 - 27,"$9,973.49","24,724 / 13"
46,47,KOR KOR,YOO Yeon Seong EOM Hye Won,0,29 - 10,"$130,225.00","24,500 / 5"
47,48,PER PER,Andres CORPANCHO Luz Maria ZORNOZA,0,0 - 0,"$1,783.99","23,847 / 14"
48,49,SWE SWE,Jonatan NORDH Emelie FABBEKE,0,2 - 0,"$3,489.38","22,436 / 16"
49,50,MAS MAS,Chee Tean TAN Shevon Jemie LAI,0,0 - 0,"$5,471.23","22,280 / 10"
50,51,IND IND,Arun VISHNU Aparna BALAN,0,0 - 0,,"20,780 / 8"
51,52,MAS MAS,WONG Fai Yin Mei Kuan CHOW,0,0 - 0,,"20,700 / 10"
52,53,CAN CAN,Henry WIEBE Grace GAO,0,0 - 0,,"20,540 / 10"
53,54,BRA BRA,Alex Yuwan TJONG Lohaynny VICENTE,0,0 - 0,,"20,367 / 10"
54,55,CAN CAN,PHILLIPE Charron Phyllis CHAN,0,0 - 0,,"19,995 / 11"
55,56,RUS RUS,Rodion KARGAEV Ekaterina BOLOTOVA,0,0 - 0,,"19,940 / 14"
56,57,BRA BRA,Hugo ARTHUSO Fabiana SILVA,0,0 - 0,,"19,510 / 12"
57,58,INA HKG,Fernando KURNIAWAN POON Lok Yan,0,0 - 0,,"19,450 / 6"
58,59,INA INA,Irfan FADHILAH Weni ANGGRAINI,0,0 - 0,,"19,330 / 7"
59,60,IND IND,Ashwini PONNAPPA KONA Tarun,0,0 - 0,,"18,950 / 8"
60,61,CHN CHN,LIU Yuchen YU Xiaohan,0,0 - 0,,"18,940 / 4"
61,62,ENG ENG,Chris LANGRIDGE Heather OLVER,0,0 - 0,,"18,260 / 7"
62,63,CZE CZE,Jakub BITMAN Alzbeta BASOVA,0,0 - 0,,"17,985 / 13"
63,64,MAS MAS,Mohd Lutfi Zaim ABDUL KHALID Fie Cho SOONG,0,0 - 0,,"17,830 / 9"
64,65,INA INA,Gideon Markus FERNALDI Rizki Amelia PRADIPTA,0,0 - 0,,"17,800 / 10"
65,66,TPE TPE,LIAO Min Chun CHEN Hsiao Huan,0,0 - 0,,"17,780 / 8"
66,67,BRA BRA,Daniel PAIOLA Paula B PEREIRA,0,0 - 0,,"17,195 / 12"
67,68,FRA FRA,Baptiste CAREME Anne TRAN,0,0 - 0,,"17,160 / 12"
68,69,UKR UKR,Gennadiy NATAROV Yuliya KAZARINOVA,0,0 - 0,,"17,110 / 10"
69,70,CHN CHN,WANG YILYU OU Dongni,0,0 - 0,,"16,570 / 6"
70,71,GER GER,Jones Ralfy JANSEN Cisita Joity JANSEN,0,0 - 0,,"16,560 / 10"
71,72,POL POL,Pawel PIETRYJA Aneta WOJTKOWSKA,0,0 - 0,,"16,480 / 10"
72,73,HKG HKG,TANG Chun Man CHAN Kaka Tsz Ka,0,0 - 0,,"16,480 / 9"
73,74,NZL NZL,Oliver LEYDON-DAVIS Susannah LEYDON-DAVIS,0,0 - 0,,"16,408 / 8"
74,75,SIN SIN,Yong Kai Terry HEE Wei Han TAN,0,0 - 0,,"16,050 / 6"
75,76,MAS MAS,Aik Quan TAN Pei Jing LAI,0,0 - 0,,"15,570 / 6"
76,77,FRA FRA,Laurent CONSTANTIN Laura CHOINET,0,0 - 0,,"15,430 / 11"
77,78,FRA FRA,Marin BAUMANN Lorraine BAUMANN,0,0 - 0,,"15,210 / 13"
78,79,RUS RUS,Alexandr ZINCHENKO Olga MOROZOVA,0,0 - 0,,"15,190 / 8"
79,80,CHN CHN,ZHENG Siwei CHEN Qingchen,0,0 - 0,,"14,700 / 2"
80,81,IND IND,Akshay DEWALKAR Pradnya GADRE,0,0 - 0,,"14,560 / 5"
81,82,KOR KOR,SHIN Baek Cheol EOM Hye Won,0,0 - 0,,"14,530 / 5"
82,83,INA INA,Fran KURNIAWAN Shendy Puspa IRAWATI,0,0 - 0,,"14,440 / 7"
83,84,INA INA,Lukhi Apri NUGROHO Masita MAHMUDIN,0,0 - 0,,"14,220 / 7"
84,85,DOM DOM,Nelson JAVIER VIBIECA BERONICA,0,0 - 0,,"14,025 / 8"
85,86,PER PER,Martin DEL VALLE Daniela MACIAS,0,0 - 0,,"13,997 / 10"
86,87,AUS AUS,Ross SMITH Renuga VEERAN,0,0 - 0,,"13,908 / 6"
87,88,GUA GUA,SOLIS JONATHAN Nikte Alejandra SOTOMAYOR,0,0 - 0,,"13,450 / 8"
88,89,AUT AUT,Roman ZIRNWALD Elisabeth BALDAUF,0,0 - 0,,"13,298 / 8"
89,90,ENG ENG,Harley TOWLER Emily WESTWOOD,0,0 - 0,,"13,180 / 7"
90,91,MEX MEX,Lino MUNOZ Cynthia GONZALEZ,0,0 - 0,,"13,159 / 8"
91,92,TPE TPE,Chi-Lin WANG CHENG Chi Ya,0,0 - 0,,"13,130 / 7"
92,93,FRA FRA,Bastian KERSAUDY Lea PALERMO,0,0 - 0,,"13,020 / 8"
93,94,MAS MAS,Jian Guo ONG Meng Yean LEE,0,0 - 0,,"12,970 / 4"
94,95,KOR KOR,SolGyu CHOI CHAE Yoo Jung,0,0 - 0,,"12,920 / 4"
95,96,KOR KOR,LEE Yong Dae SHIN Seung Chan,0,0 - 0,,"12,740 / 2"
96,97,KOR KOR,KIM Gi Jung KIM So Yeong,0,0 - 0,,"12,620 / 5"
97,98,GER GER,Raphael BECK Kira KATTENBECK,0,0 - 0,,"12,600 / 8"
98,99,DEN DEN,Kasper ANTONSEN Amanda MADSEN,0,0 - 0,,"12,510 / 7"
99,100,DEN DEN,Mathias CHRISTIANSEN Lena GREBAK,0,0 - 0,,"12,410 / 5"
100,101,SIN SIN,Chayut TRIYACHART Lei YAO,0,0 - 0,,"12,400 / 5"
101,102,MAS IND,Vountus Indra MAWAN Prajakta SAWANT,0,0 - 0,,"12,030 / 6"
102,103,AUT AUT,David OBERNOSTERER Elisabeth BALDAUF,0,0 - 0,,"11,900 / 6"
103,104,IND IND,Manu ATTRI NELAKURIHI Sikki Reddy,0,0 - 0,,"11,530 / 5"
104,105,CHN CHN,ZHANG Wen XIA Huan,0,0 - 0,,"11,450 / 4"
105,106,TPE TPE,TSENG Min Hao LAI Chia Wen,0,0 - 0,,"11,410 / 6"
106,107,AUS AUS,Matthew CHAU Jacqueline GUAN,0,0 - 0,,"11,353 / 5"
107,108,GER GER,Mark LAMSFUSS Franziska VOLKMANN,0,0 - 0,,"11,150 / 10"
108,109,NED NED,Jelle MAAS Iris TABELING,0,0 - 0,,"10,876 / 7"
109,110,CZE CZE,Ondrej KOPRIVA Katerina TOMALOVA,0,0 - 0,,"10,730 / 13"
110,111,IND IND,Juhi DEWANGAN Venkat Gaurav PRASAD,0,0 - 0,,"10,500 / 6"
111,112,HKG HKG,WONG Wai Hong CHAN Hung Yung,0,0 - 0,,"10,450 / 7"
112,113,KOR KOR,DukYoung KIM GO Ah Ra,0,0 - 0,,"10,420 / 3"
113,114,CHN CHN,CHAI Biao TANG Jinhua,0,0 - 0,,"10,270 / 2"
114,115,RSA RSA,Andries MALAN Jennifer FRY,0,0 - 0,,"10,237 / 5"
115,116,CAN CAN,Nyl YAKURA Brittney TAM,0,0 - 0,,"10,210 / 5"
116,117,TPE AUS,LU Ching Yao Hsuan-Yu Wendy CHEN,0,0 - 0,,"10,140 / 4"
117,118,DEN DEN,Jeppe LUDVIGSEN Mai SURROW,0,0 - 0,,"10,120 / 7"
118,119,INA INA,Fran KURNIAWAN Komala DEWI,0,0 - 0,,"10,120 / 3"
119,120,RUS IND,Vladimir IVANOV Ashwini PONNAPPA,0,0 - 0,,"10,110 / 3"
120,121,TPE TPE,HUANG Po Jui SHUAI Pei Ling,0,0 - 0,,"10,070 / 7"
121,122,BRA BRA,Fabio SOARES Luana VICENTE,0,0 - 0,,"10,060 / 8"
122,123,INA INA,HAFIZ Faisal Shella Devi Aulia,0,0 - 0,,"9,770 / 4"
123,124,BEL BEL,Floris OLEFFE Steffi ANNYS,0,0 - 0,,"9,730 / 11"
124,125,ENG ENG,Christopher COLES Sophie BROWN,0,0 - 0,,"9,720 / 6"
125,126,TUR TUR,Ramazan OZTURK Neslihan KILIC,0,0 - 0,,"9,678 / 9"
126,127,JPN JPN,Ryota TAOHATA Koharu YONEMOTO,0,0 - 0,,"9,650 / 3"
127,128,CAN CAN,Kevin LI Rachel HONDERICH,0,0 - 0,,"9,540 / 7"
128,129,AUS AUS,Raymond TAM Gronya SOMERVILLE,0,0 - 0,,"9,481 / 6"
129,130,ENG ENG,Christopher COLES Alyssa LIM,0,0 - 0,,"9,460 / 5"
130,131,SWE SWE,Nico RUPONEN Amanda HOGSTROM,0,0 - 0,,"9,330 / 5"
131,132,NGR NGR,Enejoh ABAH Tosin Damilola ATOLAGBE,0,0 - 0,,"9,250 / 4"
132,133,BUL SUI,Stilian MAKARSKI Celine TRIPET,0,0 - 0,,"8,960 / 7"
133,134,ENG ENG,Gregory MAIRS Jenny MOORE,0,0 - 0,,"8,730 / 5"
134,135,SUI SUI,Oliver SCHALLER Celine BURKART,0,0 - 0,,"8,657 / 9"
135,136,SIN SIN,Chayut TRIYACHART Shinta Mulia SARI,0,0 - 0,,"8,610 / 4"
136,137,EGY EGY,Abdelrahman KASHKAL Hadia HOSNY,0,0 - 0,,"8,550 / 8"
137,138,SIN SIN,Kean Hean LOH Dellis YULIANA,0,0 - 0,,"8,490 / 6"
138,139,INA INA,Yonathan Suryatama DASUKI Aprilsasi Putri LEJARSAR VARIELLA,0,0 - 0,,"8,450 / 6"
139,140,MAS MAS,Muhammad Adib Haiqal NURIZWAN Sannatasah SANIRU,0,0 - 0,,"8,400 / 5"
140,141,GER GER,Marvin Emil SEIDEL Linda EFLER,0,0 - 0,,"8,380 / 6"
141,142,BEL BEL,Nick MARCOEN Flore VANDENHOUCKE,0,0 - 0,,"8,360 / 11"
142,143,DEN DEN,Anders Skaarup RASMUSSEN Lena GREBAK,0,0 - 0,,"8,330 / 3"
143,144,SIN SIN,Yong Kai Terry HEE Mingtian FU,0,0 - 0,,"8,300 / 5"
144,145,MAS MAS,Aik Quan TAN Yin Loo LIM,0,0 - 0,,"8,180 / 3"
145,146,DOM DOM,William CABRERA Daigenis SATURRIA,0,0 - 0,,"8,160 / 6"
146,147,CHN CHN,LIU Yuchen LUO Ying,0,0 - 0,,"8,090 / 3"
