,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,KOR KOR,LEE Yong Dae YOO Yeon Seong,0,133 - 21,"$1,113,800.61","94,130 / 17"
1,2,INA INA,Hendra SETIAWAN Mohammad AHSAN,0,134 - 38,"$682,576.88","81,967 / 17"
2,3,CHN CHN,FU Haifeng ZHANG Nan,0,67 - 24,"$495,045.62","74,647 / 14"
3,4,DEN DEN,Mathias BOE Carsten MOGENSEN,0,362 - 121,"$753,775.86","74,390 / 13"
4,5,CHN CHN,CHAI Biao HONG Wei,0,86 - 35,"$373,402.49","71,775 / 18"
5,6,JPN JPN,Hiroyuki ENDO Kenichi HAYAKAWA,0,195 - 106,"$258,514.09","65,927 / 18"
6,7,KOR KOR,KIM Gi Jung KIM Sa Rang,0,154 - 68,"$262,478.48","63,739 / 19"
7,8,DEN DEN,Mads CONRAD-PETERSEN Mads Pieler KOLDING,0,122 - 51,"$118,721.15","63,207 / 19"
8,9,KOR KOR,KO Sung Hyun SHIN Baek Cheol,0,65 - 32,"$422,036.47","57,100 / 12"
9,10,INA INA,Angga PRATAMA Ricky Karanda SUWARDI,0,38 - 19,"$106,499.33","55,600 / 18"
10,11,RUS RUS,Vladimir IVANOV Ivan SOZONOV,0,204 - 92,"$112,212.24","54,258 / 21"
11,12,CHN CHN,LIU Xiaolong QIU Zihan,0,131 - 87,"$192,611.23","54,050 / 15"
12,13,CHN CHN,LI Junhui LIU Yuchen,0,94 - 32,"$73,660.00","52,870 / 13"
13,14,TPE TPE,LEE Sheng Mu TSAI Chia Hsin,0,85 - 57,"$228,614.37","49,911 / 16"
14,15,MAS MAS,V Shem GOH Wee Kiong TAN,0,65 - 30,"$136,704.33","49,148 / 22"
15,16,INA INA,Gideon Markus FERNALDI Kevin Sanjaya SUKAMULJO,0,28 - 15,"$66,776.09","47,960 / 16"
