,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,CHN,CHEN Long,0,315 - 70,"$854,262.50","96,931 / 15"
1,2,DEN,Jan O JORGENSEN,0,344 - 180,"$320,219.50","75,967 / 16"
2,3,JPN,Kento MOMOTA,2,155 - 68,"$217,343.50","74,853 / 15"
3,4,CHN,LIN Dan,-1,562 - 85,"$734,460.00","74,277 / 16"
4,5,MAS,LEE Chong Wei,-1,615 - 122,"$1,460,945.00","73,753 / 11"
5,6,DEN,Viktor AXELSEN,0,201 - 85,"$156,402.00","71,219 / 18"
6,7,TPE,CHOU Tien Chen,0,194 - 119,"$120,491.00","62,548 / 20"
7,8,CHN,TIAN Houwei,1,99 - 51,"$105,017.50","60,230 / 17"
8,9,IND,KIDAMBI Srikanth,-1,109 - 65,"$136,907.50","56,904 / 20"
9,10,CHN,WANG Zhengming,1,161 - 82,"$178,885.00","53,940 / 15"
10,11,INA,Tommy SUGIARTO,-1,272 - 143,"$199,671.00","53,830 / 17"
11,12,KOR,LEE Hyun Il,3,427 - 141,"$213,517.50","51,710 / 11"
12,13,KOR,SON Wan Ho,-1,215 - 118,"$182,817.50","51,425 / 19"
13,14,HKG,HU Yun,-1,181 - 141,"$138,467.50","50,252 / 21"
14,15,IND,PARUPALLI Kashyap,-1,212 - 159,"$101,625.00","49,391 / 15"
15,16,HKG,WEI Nan,1,116 - 79,"$36,465.00","47,068 / 19"
16,17,ENG,Rajiv OUSEPH,2,296 - 173,"$70,242.80","46,976 / 17"
17,18,HKG,NG Ka Long Angus,0,140 - 73,"$28,916.00","45,050 / 23"
18,19,GER,Marc ZWIEBLER,5,342 - 179,"$128,008.50","42,183 / 16"
19,20,IND,H. S. Prannoy,0,118 - 68,"$33,893.50","42,130 / 14"
20,21,INA,Dionysius Hayom RUMBAKA,1,191 - 115,"$96,042.50","41,930 / 16"
21,22,IND,Ajay JAYARAM,1,186 - 131,"$43,718.50","41,620 / 19"
22,23,TPE,HSU Jen Hao,-2,189 - 132,"$57,241.00","41,378 / 26"
23,24,KOR,JEON Hyeok Jin,1,103 - 27,"$17,415.00","40,920 / 13"
24,25,DEN,Hans-Kristian VITTINGHUS,-9,268 - 144,"$102,006.60","40,790 / 15"
25,26,JPN,Sho SASAKI,0,318 - 208,"$121,480.00","39,870 / 17"
26,27,HKG,WONG Wing Ki Vincent,0,168 - 136,"$80,825.00","39,696 / 22"
27,28,THA,Boonsak PONSANA,1,366 - 239,"$215,927.50","38,817 / 20"
28,29,KOR,LEE Dong Keun,-1,111 - 79,"$41,575.00","38,683 / 20"
29,30,CHN,XUE Song,0,85 - 35,"$35,142.50","36,920 / 13"
30,31,INA,Ihsan Maulana MUSTOFA,0,79 - 40,"$6,081.00","36,520 / 14"
31,32,JPN,Takuma UEDA,0,135 - 98,"$53,932.50","36,476 / 18"
32,33,THA,Tanongsak SAENSOMBOONSUK,0,182 - 156,"$56,765.00","36,364 / 19"
33,34,IND,B. Sai Praneeth,0,142 - 63,"$21,767.50","35,790 / 16"
34,35,INA,Ginting ANTHONY,0,67 - 31,"$13,695.00","34,780 / 14"
35,36,FRA,Brice LEVERDEZ,2,259 - 182,"$53,268.25","34,498 / 19"
36,37,ESP,Pablo ABIAN,-1,318 - 143,"$30,091.00","34,261 / 20"
37,38,INA,Christie JONATAN,-1,84 - 34,"$12,595.50","33,734 / 15"
38,39,SIN,Zi Liang Derek WONG,0,168 - 141,"$26,135.50","32,225 / 18"
39,40,MAS,Wei Feng CHONG,0,187 - 127,"$58,938.50","31,470 / 16"
40,41,VIE,Tien Minh NGUYEN,1,335 - 140,"$175,750.50","30,930 / 13"
41,42,MAS,Zulfadli ZULKIFFLI,-1,148 - 96,"$10,822.50","30,470 / 20"
42,43,EST,Raul MUST,1,283 - 177,"$12,851.50","30,390 / 17"
43,44,GUA,Kevin CORDON,3,285 - 91,"$17,933.00","30,240 / 14"
44,45,JPN,Kenta NISHIMOTO,1,50 - 28,"$6,910.00","30,140 / 11"
45,46,IND,Sameer VERMA,6,98 - 35,"$8,800.00","30,070 / 11"
46,47,IND,R. M. V. Gurusaidutt,-4,159 - 100,"$32,947.50","29,600 / 13"
47,48,JPN,Kazumasa SAKAI,0,110 - 50,"$22,541.50","29,240 / 13"
48,49,IRL,Scott EVANS,0,227 - 206,"$21,464.30","28,953 / 15"
49,50,RUS,Vladimir MALKOV,0,220 - 151,"$20,792.50","28,723 / 22"
50,51,MAS,Iskandar Zulkarnain ZAINUDDIN,0,122 - 66,"$10,193.50","28,140 / 14"
51,52,TPE,Tzu Wei WANG,1,123 - 63,"$15,356.00","27,130 / 19"
52,53,DEN,Emil HOLST,5,154 - 73,"$12,515.50","26,330 / 15"
53,54,CHN,QIAO Bin,1,48 - 23,"$11,795.00","25,790 / 9"
54,55,ISR,Misha ZILBERMAN,-1,185 - 161,"$8,801.00","25,378 / 21"
55,56,MAS,Teck Zhi SOO,1,81 - 48,"$3,637.50","25,370 / 13"
56,57,MAS,GOH Soon Huat,3,89 - 70,"$12,276.00","25,050 / 15"
57,58,FRA,Thomas ROUXEL,5,141 - 111,"$4,357.50","25,039 / 20"
58,59,AUT,David OBERNOSTERER,-3,170 - 134,"$6,765.50","24,869 / 21"
59,60,CUB,Osleni GUERRERO,1,164 - 43,"$10,900.00","24,860 / 12"
60,61,JPN,Kenichi TAGO,-16,198 - 127,"$186,225.50","24,730 / 13"
61,62,BEL,Yuhan TAN,-3,223 - 173,"$14,542.00","24,707 / 21"
62,63,USA,Howard SHU,2,146 - 98,"$4,810.00","24,522 / 28"
63,64,POL,Adrian DZIOLKO,-2,118 - 72,"$2,969.00","23,925 / 25"
64,65,IND,Anand PAWAR,5,213 - 143,"$25,298.50","23,870 / 15"
65,66,AUT,Luka WRABER,-2,157 - 125,"$6,400.00","23,828 / 21"
66,67,CZE,Milan LUDIK,-1,93 - 72,"$1,925.00","23,353 / 24"
67,68,INA,Sony Dwi KUNCORO,0,298 - 147,"$221,392.50","22,980 / 11"
68,69,UKR,Dmytro ZAVADSKY,0,255 - 155,"$19,827.50","22,930 / 22"
69,70,BRA,Ygor Coelho de OLIVEIRA,2,87 - 34,"$1,342.50","22,335 / 18"
70,71,DEN,Rasmus FLADBERG,6,136 - 71,"$9,873.50","21,740 / 18"
71,72,CHN,HUANG Yuxiang,1,42 - 25,"$13,680.00","21,640 / 10"
72,73,MAS,Joo Ven SOONG,13,108 - 47,"$1,860.00","21,610 / 12"
73,74,FRA,Lucas CORVEE,0,121 - 81,"$3,678.50","21,336 / 19"
74,75,DEN,Joachim PERSSON,1,300 - 181,"$57,222.50","21,240 / 18"
75,76,CAN,Martin GIUFFRE,2,57 - 35,"$2,012.50","20,910 / 17"
76,77,INA,Firman Abdul KHOLIK,2,53 - 18,"$7,510.00","20,721 / 13"
77,78,SWE,Henri HURSKAINEN,18,227 - 150,"$19,787.00","20,660 / 13"
78,79,FIN,Ville LANG,3,330 - 170,"$30,828.00","20,350 / 16"
79,80,INA,Andre Kurniawan TEDJONO,-13,259 - 126,"$48,233.50","20,320 / 16"
80,81,NOR,Marius MYHRE,-1,107 - 105,"$1,760.00","20,190 / 20"
81,82,KOR,Kwang Hee HEO,-1,63 - 32,"$2,632.50","20,010 / 12"
82,83,CHN,GUO Kai,0,40 - 23,"$5,610.00","19,940 / 9"
83,84,THA,Khosit PHETPRADAB,0,88 - 52,"$7,015.00","19,860 / 10"
84,85,UKR,Artem POCHTAREV,-10,93 - 75,"$2,373.00","19,780 / 22"
85,86,LTU,Kestutis NAVICKAS,-1,248 - 190,"$10,863.50","19,770 / 21"
86,87,UGA,Edwin EKIRING,3,146 - 112,"$5,260.00","19,733 / 18"
87,88,ESP,Ernesto VELAZQUEZ,-1,155 - 75,"$3,187.00","19,599 / 14"
88,89,BRA,Daniel PAIOLA,-1,143 - 108,"$3,780.00","19,575 / 15"
89,90,RSA,Jacob MALIEKAL,-1,128 - 61,"$1,567.50","19,514 / 18"
90,91,DEN,Christian LIND THOMSEN,0,197 - 154,"$8,337.00","19,350 / 18"
91,92,ENG,Toby PENTY,0,109 - 77,"$2,601.50","19,253 / 16"
92,93,TPE,LIN Yu Hsien,0,72 - 52,"$7,910.00","19,250 / 12"
93,94,CZE,Petr KOUKAL,-23,283 - 238,"$12,187.75","19,026 / 26"
94,95,GER,Dieter DOMKE,-1,196 - 123,"$13,258.00","18,865 / 14"
95,96,USA,Bjorn SEGUIN,-1,132 - 113,"$1,987.50","18,707 / 19"
96,97,FRA,Lucas CLAERBOUT,0,99 - 85,"$1,213.00","18,520 / 18"
97,98,MAS,Mohamad Arif ABDUL LATIF,0,167 - 117,"$21,356.00","18,340 / 13"
98,99,POL,Michal ROGALSKI,0,108 - 104,"$2,142.50","18,210 / 25"
99,100,MEX,Lino MUNOZ,1,79 - 76,$995.00,"18,160 / 16"
100,101,FIN,Eetu HEINO,-1,135 - 129,"$4,478.40","17,970 / 21"
101,102,MAS,Daren LIEW,1,141 - 121,"$42,024.00","17,850 / 11"
102,103,ITA,Rosario MADDALONI,2,143 - 130,"$1,630.50","17,503 / 20"
103,104,NED,Erik MEIJS,-2,89 - 97,$440.00,"17,470 / 20"
104,105,DEN,Kim BRUUN,14,111 - 66,"$1,676.00","16,780 / 15"
105,106,THA,Suppanyu AVIHINGSANON,0,141 - 104,"$14,617.50","16,740 / 12"
106,107,BRA,Alex Yuwan TJONG,0,83 - 77,"$1,392.50","16,730 / 19"
107,108,BEL,Maxime MOREELS,2,98 - 119,"$1,042.50","16,720 / 26"
108,109,DEN,Steffen RASMUSSEN,-1,97 - 55,"$1,302.00","16,630 / 13"
109,110,POR,Pedro MARTINS,2,163 - 78,"$8,607.00","16,610 / 15"
110,111,INA,Simon SANTOSO,-2,267 - 127,"$261,167.50","16,460 / 8"
111,112,DEN,Flemming QUACH,-1,89 - 65,"$3,894.00","16,330 / 13"
112,113,CHN,SHI Yuqi,0,58 - 19,"$5,040.00","16,160 / 6"
113,114,MEX,Job CASTILLO,0,52 - 55,$697.50,"16,020 / 16"
114,115,INA,Muhammad Bayu PANGISTHU,0,35 - 25,"$1,802.50","15,760 / 11"
115,116,INA,Andre MARTEEN,0,57 - 48,"$1,517.50","15,750 / 14"
116,117,CHN,LIN Guipu,0,70 - 23,"$2,430.00","15,750 / 7"
117,118,ITA,Indra Bagus ADE CHANDRA,-14,142 - 66,"$7,958.50","15,720 / 10"
118,119,JPN,Riichi TAKESHITA,1,127 - 73,"$17,661.75","15,460 / 11"
119,120,USA,Sattawat PONGNAIRAT,1,111 - 112,"$4,542.50","15,429 / 20"
120,121,INA,Wisnu Yuli PRASETYO,1,79 - 44,"$13,855.00","15,400 / 11"
121,122,TUR,Emre VURAL,1,91 - 62,$925.00,"15,230 / 19"
122,123,MEX,Luis Ramon GARRIDO,1,63 - 44,$800.00,"15,210 / 14"
123,124,GER,Fabian ROTH,1,106 - 41,$775.00,"15,091 / 12"
124,125,SCO,Kieran MERRILEES,24,138 - 116,"$4,829.00","14,996 / 11"
125,126,SLO,Iztok UTROSA,0,132 - 132,"$3,356.00","14,940 / 18"
126,127,INA,Reksy Aureza MEGANANDA,0,41 - 25,"$1,467.50","14,880 / 11"
127,128,SRI,Niluka KARUNARATNE,0,194 - 113,"$10,142.00","14,870 / 12"
128,129,DEN,Anders ANTONSEN,0,75 - 10,"$2,800.50","14,830 / 5"
129,130,NED,Nick FRANSMAN,0,108 - 79,$750.00,"14,600 / 15"
130,131,CZE,Jan FROHLICH,2,283 - 230,"$5,112.25","14,569 / 19"
131,132,AUT,Matthias ALMER,-1,123 - 62,$400.00,"14,559 / 14"
132,133,SWE,Mattias BORG,4,106 - 91,"$2,445.50","14,260 / 16"
133,134,NED,Mark CALJOUW,0,85 - 49,$575.00,"14,196 / 11"
134,135,ENG,Rhys WALKER,0,92 - 72,$526.00,"14,150 / 16"
135,136,FIN,Kalle KOLJONEN,0,121 - 65,"$1,000.00","14,090 / 21"
136,137,ENG,Sam PARSONS,1,69 - 57,$0.00,"13,630 / 20"
137,138,UKR,Valeriy ATRASHCHENKOV,6,175 - 146,"$4,162.00","13,560 / 11"
138,139,JPN,Kanta TSUNEYAMA,37,37 - 19,$757.50,"13,440 / 10"
139,140,TPE,Chia Hung LU,-1,75 - 34,"$1,810.00","13,330 / 8"
140,141,CHN,ZHU Siyuan,-1,16 - 9,"$1,410.00","13,300 / 7"
141,142,SVK,Jarolim VICEN,-10,81 - 142,$535.00,"13,250 / 20"
142,143,INA,Shesar Hiren RHUSTAVITO,-2,54 - 37,"$1,465.00","13,230 / 8"
143,144,ITA,Giovanni GRECO,-1,95 - 115,$402.50,"12,990 / 19"
144,145,SIN,Kean Yew LOH,0,41 - 29,$900.00,"12,800 / 11"
145,146,SWE,Mikael WESTERBACK,15,80 - 69,$0.00,"12,740 / 13"
146,147,THA,Kantawat LEELAVECHABUTR,0,38 - 20,$947.50,"12,580 / 10"
147,148,BUL,Blagovest KISYOV,-2,101 - 109,$470.00,"12,420 / 16"
148,149,MAS,LIM Chi Wing,43,48 - 30,$877.50,"12,180 / 10"
149,150,EGY,Ali Ahmed EL KHATEEB,0,41 - 38,$200.00,"12,144 / 18"
150,151,TPE,CHENG Po Wei,46,40 - 31,$810.00,"12,120 / 9"
151,152,THA,THAMMASIN Sitthikom,-34,90 - 42,"$4,662.50","11,840 / 9"
152,153,SLO,Alen ROJ,-11,65 - 54,"$1,272.50","11,800 / 17"
153,154,INA,Adi PRATAMA,-3,67 - 42,"$1,632.50","11,770 / 11"
154,155,MAS,Chun Seang TAN,-1,218 - 123,"$24,988.50","11,560 / 7"
155,156,GER,Kai SCHAEFER,17,62 - 53,$0.00,"11,550 / 14"
156,157,TUR,SÄ°nan ZORLU,-2,62 - 53,$122.50,"11,530 / 15"
157,158,THA,Pannawit THONGNUAM,19,58 - 37,"$2,370.00","11,470 / 9"
158,159,NED,Eric PANG,-3,340 - 221,"$40,596.05","11,429 / 6"
159,160,CRO,Zvonimir DURKINJAK,3,78 - 63,$588.50,"11,390 / 13"
160,161,KOR,Dong Hoon KIM,-4,19 - 21,"$2,310.00","11,350 / 11"
161,162,SVK,Matej HLINICAN,-10,88 - 69,$280.00,"11,290 / 19"
162,163,AUS,Daniel GUDA,-5,38 - 36,$70.00,"11,287 / 7"
163,164,RSA,Prakash VIJAYANATH,-16,29 - 35,$152.50,"11,282 / 10"
164,165,THA,Kantaphon WANGCHAROEN,-6,42 - 27,$315.00,"11,230 / 10"
165,166,FIN,Anton KAISTI,-4,69 - 54,$600.00,"11,060 / 16"
166,167,IRI,Farzin KHANJANI,-1,25 - 29,$617.50,"11,000 / 13"
167,168,IRI,Vatannejad-Soroush ESKANDARI,10,73 - 52,"$1,122.50","10,940 / 12"
168,169,INA,Mahbub THOMI AZIZAN,-5,55 - 33,"$1,035.00","10,920 / 9"
169,170,INA,Fikri Ihsandi HADMADI,-5,67 - 33,"$2,772.50","10,890 / 11"
170,171,RUS,Anatoliy YARTSEV,-18,73 - 62,"$1,015.00","10,830 / 10"
171,172,AUS,Pit Seng LOW,-1,27 - 40,$472.50,"10,780 / 18"
172,173,SWE,Felix BURESTEDT,-6,64 - 35,$0.00,"10,750 / 9"
173,174,KOR,Seung Jae SEO,-4,56 - 26,$720.00,"10,700 / 8"
174,175,GUA,HUMBLERS HEYMARD,-15,54 - 41,$710.00,"10,660 / 8"
175,176,IND,Subhankar DEY,-4,59 - 33,"$2,900.00","10,620 / 9"
176,177,UZB,Artyom SAVATYUGIN,5,8 - 32,$35.00,"10,550 / 15"
177,178,FIN,Kasper LEHIKOINEN,-4,103 - 80,"$1,055.60","10,210 / 15"
178,179,AUT,Vilson VATTANIRAPPEL,0,46 - 53,$105.00,"10,040 / 12"
179,179,ENG,Alex LANE,0,56 - 45,$0.00,"10,040 / 12"
180,181,EGY,Ahmed SALAH,-12,33 - 27,$87.50,"10,006 / 11"
181,182,RUS,Sergey SIRANT,1,49 - 32,$350.00,"9,980 / 10"
182,183,DEN,Rasmus MESSERSCHMIDT,1,58 - 35,$400.00,"9,800 / 10"
183,184,IND,Aditya JOSHI,2,47 - 28,$415.00,"9,720 / 7"
184,185,GER,Lars SCHAENZLER,8,64 - 39,$0.00,"9,690 / 12"
185,186,POL,Mateusz DUBOWSKI,8,71 - 52,$0.00,"9,670 / 18"
186,187,CAN,Andrew D'SOUZA,1,46 - 32,$317.50,"9,653 / 6"
187,188,GER,Patrick KAEMNITZ,-7,44 - 52,$0.00,"9,590 / 17"
188,189,TPE,Kuo PO CHENG,0,23 - 23,"$1,760.00","9,550 / 8"
189,190,MAS,Zulhelmi ZULKIFFLI,0,14 - 31,$52.50,"9,480 / 11"
190,191,INA,SUKAMTA EVERT,0,54 - 53,"$1,960.00","9,440 / 10"
