,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,CHN,CHEN Long,0,290 - 65,"$756,812.50","95,901 / 13"
1,2,DEN,Jan O JORGENSEN,0,316 - 173,"$287,922.00","75,967 / 16"
2,3,JPN,Kento MOMOTA,0,138 - 61,"$128,806.00","69,903 / 13"
3,4,IND,KIDAMBI Srikanth,0,101 - 52,"$130,072.50","69,164 / 16"
4,5,CHN,LIN Dan,0,536 - 80,"$715,435.00","67,057 / 11"
5,6,DEN,Viktor AXELSEN,0,178 - 76,"$101,814.50","59,619 / 15"
6,7,TPE,CHOU Tien Chen,0,169 - 106,"$95,346.00","59,118 / 17"
7,8,IND,PARUPALLI Kashyap,0,201 - 151,"$100,662.50","56,541 / 15"
8,9,CHN,WANG Zhengming,0,152 - 75,"$172,797.50","56,040 / 13"
9,10,KOR,SON Wan Ho,0,193 - 106,"$167,007.50","54,745 / 14"
10,11,CHN,TIAN Houwei,0,78 - 41,"$83,232.50","53,390 / 14"
11,12,IND,H. S. Prannoy,0,112 - 59,"$32,211.00","49,220 / 12"
12,13,HKG,HU Yun,0,171 - 128,"$131,992.50","47,872 / 16"
13,14,GER,Marc ZWIEBLER,0,307 - 163,"$124,343.00","47,173 / 18"
14,15,DEN,Hans-Kristian VITTINGHUS,0,229 - 135,"$95,261.60","45,510 / 15"
15,16,INA,Tommy SUGIARTO,0,256 - 135,"$165,551.00","45,120 / 14"
16,17,KOR,LEE Hyun Il,0,410 - 139,"$205,032.50","44,160 / 10"
17,18,HKG,WEI Nan,0,110 - 71,"$32,565.00","43,678 / 16"
18,19,CHN,XUE Song,0,85 - 32,"$35,142.50","43,360 / 14"
19,20,ENG,Rajiv OUSEPH,0,248 - 160,"$63,052.80","42,576 / 16"
20,21,THA,Tanongsak SAENSOMBOONSUK,0,172 - 144,"$55,925.00","41,664 / 15"
21,22,TPE,HSU Jen Hao,0,176 - 118,"$49,118.50","40,008 / 23"
22,23,JPN,Takuma UEDA,0,134 - 91,"$53,932.50","39,796 / 17"
23,24,INA,Dionysius Hayom RUMBAKA,0,181 - 108,"$93,347.50","39,180 / 13"
24,25,JPN,Sho SASAKI,0,311 - 196,"$119,830.00","38,560 / 12"
25,26,THA,Boonsak PONSANA,0,356 - 228,"$211,527.50","37,917 / 15"
26,27,HKG,NG Ka Long Angus,0,123 - 65,"$12,771.00","36,770 / 20"
27,28,MAS,LEE Chong Wei,0,592 - 119,"$1,359,295.00","36,433 / 5"
28,29,HKG,WONG Wing Ki Vincent,0,153 - 127,"$72,432.50","36,156 / 18"
29,30,FRA,Brice LEVERDEZ,0,234 - 163,"$48,866.75","35,443 / 20"
30,31,IND,Ajay JAYARAM,0,174 - 124,"$42,756.00","35,300 / 18"
31,32,IND,B. Sai Praneeth,0,126 - 58,"$19,502.50","34,510 / 14"
32,33,KOR,LEE Dong Keun,0,94 - 69,"$27,762.50","33,863 / 16"
33,34,MAS,Wei Feng CHONG,0,176 - 121,"$57,293.50","33,070 / 14"
34,35,IRL,Scott EVANS,0,207 - 188,"$21,044.30","32,923 / 13"
35,36,MAS,Zulfadli ZULKIFFLI,0,134 - 89,"$10,227.50","32,920 / 17"
36,37,JPN,Kenichi TAGO,0,194 - 118,"$186,225.50","31,820 / 10"
37,38,VIE,Tien Minh NGUYEN,0,318 - 134,"$175,443.00","31,130 / 11"
38,39,INA,Christie JONATAN,0,68 - 24,"$10,560.50","29,194 / 12"
39,40,INA,Andre Kurniawan TEDJONO,0,253 - 118,"$47,813.50","29,090 / 15"
40,41,ISR,Misha ZILBERMAN,3,159 - 142,"$8,398.50","27,929 / 18"
41,42,IND,R. M. V. Gurusaidutt,0,145 - 96,"$32,437.50","27,820 / 12"
42,43,SIN,Zi Liang Derek WONG,0,150 - 130,"$24,618.00","27,725 / 17"
43,44,ESP,Pablo ABIAN,-3,274 - 130,"$26,713.50","27,271 / 16"
44,45,RUS,Vladimir MALKOV,0,193 - 132,"$19,102.00","26,613 / 21"
45,46,KOR,JEON Hyeok Jin,14,80 - 20,"$6,675.00","26,600 / 8"
46,47,JPN,Kazumasa SAKAI,-1,101 - 45,"$20,021.50","25,990 / 11"
47,48,INA,Firman Abdul KHOLIK,7,36 - 11,"$7,510.00","25,911 / 13"
48,49,TPE,Tzu Wei WANG,-2,109 - 55,"$8,566.00","25,500 / 16"
49,50,EST,Raul MUST,-2,251 - 162,"$12,126.50","25,493 / 20"
50,51,FRA,Thomas ROUXEL,3,116 - 95,"$4,006.50","25,009 / 21"
51,52,GUA,Kevin CORDON,4,260 - 85,"$16,800.50","24,737 / 10"
52,53,IND,Anand PAWAR,-2,203 - 137,"$24,557.50","24,670 / 13"
53,54,AUT,Luka WRABER,-2,138 - 109,"$6,295.00","24,588 / 19"
54,55,POL,Adrian DZIOLKO,-2,93 - 55,"$2,093.50","24,395 / 22"
55,56,DEN,Emil HOLST,-6,131 - 64,"$10,915.50","24,080 / 14"
56,57,DEN,Joachim PERSSON,-8,281 - 170,"$56,750.00","24,020 / 17"
57,58,SWE,Henri HURSKAINEN,10,204 - 142,"$19,067.00","23,929 / 16"
58,59,FIN,Ville LANG,0,300 - 156,"$29,900.00","23,308 / 15"
59,60,CZE,Milan LUDIK,-2,83 - 63,"$1,660.00","23,073 / 24"
60,61,CZE,Petr KOUKAL,2,256 - 215,"$11,887.75","22,646 / 22"
61,62,UKR,Dmytro ZAVADSKY,-1,229 - 131,"$19,476.50","22,500 / 17"
62,63,AUT,David OBERNOSTERER,2,144 - 116,"$5,973.00","22,329 / 17"
63,64,CUB,Osleni GUERRERO,10,147 - 39,"$10,060.00","22,190 / 10"
64,65,DEN,Rasmus FLADBERG,-8,126 - 63,"$9,646.00","21,750 / 15"
65,66,BRA,Ygor Coelho de OLIVEIRA,12,65 - 26,$560.00,"21,745 / 14"
66,67,USA,Howard SHU,-5,111 - 87,"$3,007.50","21,721 / 23"
67,68,INA,Ginting ANTHONY,-4,51 - 22,"$6,580.00","21,680 / 9"
68,69,MAS,Mohamad Arif ABDUL LATIF,-3,167 - 114,"$20,631.00","21,590 / 14"
69,70,JPN,Riichi TAKESHITA,-3,124 - 68,"$17,661.75","21,530 / 10"
70,71,MAS,Teck Zhi SOO,8,67 - 42,"$2,865.00","21,080 / 11"
71,72,ENG,Toby PENTY,-3,99 - 67,"$2,426.50","20,983 / 18"
72,73,LTU,Kestutis NAVICKAS,-2,228 - 165,"$10,511.00","20,837 / 19"
73,74,BEL,Yuhan TAN,-2,197 - 156,"$13,321.00","20,787 / 18"
